filename,title,identifier,source,status,transcription,Omeka file order
http://digital.lib.uiowa.edu/utils/getfile/collection/kinnick/id/2127/filename/2295.jpg,Page 05,kinnick_2234_2127,http://digital.lib.uiowa.edu/cdm/ref/collection/kinnick/id/2127,Not Started,"We certainly have had some rapid weather changes lately. One time it will seem
that spring is only around the cornerj then the mercury will plummet and, like
the last couple of days will be accompanied by a sash rattling wind. That is
often the schedule here in March, as you may recall.  Day before yesterday we
had robins in the back yard, and I heard one as long as three weeks ago. The
signs indicate that Nature will again soon stir herself and thrust up those
evidences of the ever recurring cycle of life and abundance. I find $y head
full of plans relating to rotations, planting schedules and production goals -
just as if I were operating several hundred acres.  That would be my choice
if it had to be one thing.
The Hobbs called last Sunday aft. No more word from Bob. All of us were wondering
about his cryptic remark, ""I may be back about the time that Kile leaves."" But
we find no logical answer. Elsie is awaiting her orders for officers training at
Northampt&n (Smith College)as she has been accepted by the Waves. Mrs. Hobbs said
that the second Bloon girl, the scientist who has been working in the brewery in
Louisville, also expects to be at Smith for the same training.
I am. somewhat at loss in understanding why your gunnery gives su much trouble.
As I understand the problem it is one of proper ""lead"", and you know the general
principles there from all the passes that you have tossed. Maybe it is much more
complicated, but I have every confidence that your usual manner of attacking the
puzzle will get the necessary result. Coordination of mind and muscle has been
your stock in trade for quite awhile.  So, keep working on it, and, like you, I
know that the word will appear.
We are planning on having the Whites over for dinner soon, maybe Friday of this
week. That will give us first hand news of both Ellie and You.
Mother has written you I think about one of us coming back to see you before you
go to sea. Do you believe it is practical? Mother would be the one to come but
she has lately expressed herself to the effect that I am the more logical choice
because of perhaps fitting into the male routine better. You can pass judgment
on that better than we can. We shall adjust ourselves to your wishes.
Love  Pop",27
http://digital.lib.uiowa.edu/utils/getfile/collection/kinnick/id/2128/filename/2296.jpg,Page 06,kinnick_2234_2128,http://digital.lib.uiowa.edu/cdm/ref/collection/kinnick/id/2128,Not Started,,28
http://digital.lib.uiowa.edu/utils/getfile/collection/kinnick/id/2129/filename/2297.jpg,Page 01,kinnick_2234_2129,http://digital.lib.uiowa.edu/cdm/ref/collection/kinnick/id/2129,Not Started,,29
http://digital.lib.uiowa.edu/utils/getfile/collection/kinnick/id/2130/filename/2298.jpg,Page 02,kinnick_2234_2130,http://digital.lib.uiowa.edu/cdm/ref/collection/kinnick/id/2130,Not Started,,30
http://digital.lib.uiowa.edu/utils/getfile/collection/kinnick/id/2131/filename/2299.jpg,Page 03,kinnick_2234_2131,http://digital.lib.uiowa.edu/cdm/ref/collection/kinnick/id/2131,Not Started,,31
http://digital.lib.uiowa.edu/utils/getfile/collection/kinnick/id/2132/filename/2300.jpg,Page 04,kinnick_2234_2132,http://digital.lib.uiowa.edu/cdm/ref/collection/kinnick/id/2132,Not Started,,32
http://digital.lib.uiowa.edu/utils/getfile/collection/kinnick/id/2133/filename/2301.jpg,Page 05,kinnick_2234_2133,http://digital.lib.uiowa.edu/cdm/ref/collection/kinnick/id/2133,Not Started,,33
http://digital.lib.uiowa.edu/utils/getfile/collection/kinnick/id/2134/filename/2302.jpg,Page 06,kinnick_2234_2134,http://digital.lib.uiowa.edu/cdm/ref/collection/kinnick/id/2134,Not Started,,34
http://digital.lib.uiowa.edu/utils/getfile/collection/kinnick/id/2135/filename/2303.jpg,Front,kinnick_2234_2135,http://digital.lib.uiowa.edu/cdm/ref/collection/kinnick/id/2135,Not Started,,35
http://digital.lib.uiowa.edu/utils/getfile/collection/kinnick/id/2136/filename/2304.jpg,Back,kinnick_2234_2136,http://digital.lib.uiowa.edu/cdm/ref/collection/kinnick/id/2136,Not Started,,36
http://digital.lib.uiowa.edu/utils/getfile/collection/kinnick/id/2137/filename/2305.jpg,Front,kinnick_2234_2137,http://digital.lib.uiowa.edu/cdm/ref/collection/kinnick/id/2137,Not Started,,37
http://digital.lib.uiowa.edu/utils/getfile/collection/kinnick/id/2138/filename/2306.jpg,Back,kinnick_2234_2138,http://digital.lib.uiowa.edu/cdm/ref/collection/kinnick/id/2138,Not Started,,38
http://digital.lib.uiowa.edu/utils/getfile/collection/kinnick/id/2139/filename/2307.jpg,Page 01,kinnick_2234_2139,http://digital.lib.uiowa.edu/cdm/ref/collection/kinnick/id/2139,Not Started,,39
http://digital.lib.uiowa.edu/utils/getfile/collection/kinnick/id/2140/filename/2308.jpg,Page 02,kinnick_2234_2140,http://digital.lib.uiowa.edu/cdm/ref/collection/kinnick/id/2140,Not Started,,40
http://digital.lib.uiowa.edu/utils/getfile/collection/kinnick/id/2141/filename/2309.jpg,Page 03,kinnick_2234_2141,http://digital.lib.uiowa.edu/cdm/ref/collection/kinnick/id/2141,Not Started,,41
http://digital.lib.uiowa.edu/utils/getfile/collection/kinnick/id/2142/filename/2310.jpg,Page 04,kinnick_2234_2142,http://digital.lib.uiowa.edu/cdm/ref/collection/kinnick/id/2142,Not Started,,42
http://digital.lib.uiowa.edu/utils/getfile/collection/kinnick/id/2143/filename/2311.jpg,Front,kinnick_2234_2143,http://digital.lib.uiowa.edu/cdm/ref/collection/kinnick/id/2143,Not Started,,43
http://digital.lib.uiowa.edu/utils/getfile/collection/kinnick/id/2144/filename/2312.jpg,Back,kinnick_2234_2144,http://digital.lib.uiowa.edu/cdm/ref/collection/kinnick/id/2144,Not Started,,44
http://digital.lib.uiowa.edu/utils/getfile/collection/kinnick/id/2145/filename/2313.jpg,Front,kinnick_2234_2145,http://digital.lib.uiowa.edu/cdm/ref/collection/kinnick/id/2145,Not Started,,45
http://digital.lib.uiowa.edu/utils/getfile/collection/kinnick/id/2146/filename/2314.jpg,Back,kinnick_2234_2146,http://digital.lib.uiowa.edu/cdm/ref/collection/kinnick/id/2146,Not Started,,46
http://digital.lib.uiowa.edu/utils/getfile/collection/kinnick/id/2147/filename/2315.jpg,Page 01,kinnick_2234_2147,http://digital.lib.uiowa.edu/cdm/ref/collection/kinnick/id/2147,Not Started,,47
http://digital.lib.uiowa.edu/utils/getfile/collection/kinnick/id/2148/filename/2316.jpg,Page 02,kinnick_2234_2148,http://digital.lib.uiowa.edu/cdm/ref/collection/kinnick/id/2148,Not Started,,48
http://digital.lib.uiowa.edu/utils/getfile/collection/kinnick/id/2149/filename/2317.jpg,Page 03,kinnick_2234_2149,http://digital.lib.uiowa.edu/cdm/ref/collection/kinnick/id/2149,Not Started,,49
http://digital.lib.uiowa.edu/utils/getfile/collection/kinnick/id/2150/filename/2318.jpg,Page 04,kinnick_2234_2150,http://digital.lib.uiowa.edu/cdm/ref/collection/kinnick/id/2150,Not Started,,50
http://digital.lib.uiowa.edu/utils/getfile/collection/kinnick/id/2151/filename/2319.jpg,Page 05,kinnick_2234_2151,http://digital.lib.uiowa.edu/cdm/ref/collection/kinnick/id/2151,Not Started,,51
http://digital.lib.uiowa.edu/utils/getfile/collection/kinnick/id/2152/filename/2320.jpg,Page 06,kinnick_2234_2152,http://digital.lib.uiowa.edu/cdm/ref/collection/kinnick/id/2152,Not Started,"A^miKj/A^aAu^^ ArVA Mttr^rt/LJe. -Mr j^aAXA^
Y^^ ^XkxjAAXJ Ayi  ATIAma a^lsu-   ^^^^7-%jl/
(lavJ. A3 a^^XAXAa*^ <X^aA Aa^aXA Wi ^UaJA ^a/uxX~
Ak aAXX}L /A.  '
. i AH A^JAAx^^7b/ JjLjCaXiAx X AaezAclAawA
YW^A f aA^IA Isx*aA~ tAxXAZ^    Aft   ^A-t(
PXljU;
MA
^itAh^A&^JtprA^
l\ JbA^aTtyXAJ vAa^AA^ cUJafcttd o<A^AeAkj
tAafa t{( X^f TM^^axXM aaaJ A^aach^
AtAUAJs 7771 ATAAaTJ Ao a! Ai^ kg;
^AAAj if ^ a^Aa$ * (JKtAA^i^
/xAyvAjy,",52
http://digital.lib.uiowa.edu/utils/getfile/collection/kinnick/id/2153/filename/2321.jpg,Page 01,kinnick_2234_2153,http://digital.lib.uiowa.edu/cdm/ref/collection/kinnick/id/2153,Not Started,,53
http://digital.lib.uiowa.edu/utils/getfile/collection/kinnick/id/2154/filename/2322.jpg,Page 02,kinnick_2234_2154,http://digital.lib.uiowa.edu/cdm/ref/collection/kinnick/id/2154,Not Started,,54
http://digital.lib.uiowa.edu/utils/getfile/collection/kinnick/id/2155/filename/2323.jpg,Page 03,kinnick_2234_2155,http://digital.lib.uiowa.edu/cdm/ref/collection/kinnick/id/2155,Not Started,,55
http://digital.lib.uiowa.edu/utils/getfile/collection/kinnick/id/2156/filename/2324.jpg,Page 04,kinnick_2234_2156,http://digital.lib.uiowa.edu/cdm/ref/collection/kinnick/id/2156,Not Started,,56
http://digital.lib.uiowa.edu/utils/getfile/collection/kinnick/id/2157/filename/2325.jpg,Page 01,kinnick_2234_2157,http://digital.lib.uiowa.edu/cdm/ref/collection/kinnick/id/2157,Not Started,"Thursday night, April 8, 1943
Dear SB:
Your letter of April 1 requested that your savings account book be sent to Frank
Williams, and I mailed it the same evening your letter was received. To-day I
have It returned with a note from Mr. Williams saying simply that he had purchased
your stock in accordance with instructions. One deduction was for $42,41 and
probably re resents the IHC stock.  The other deduction was for $2ol,36 and no
dombt is for the PP stock. The book also shows interest credits for $21.45 for the
last three six-months periods. The refining balance is $534,4o.
In a recent letter I gave you the balance in your Omaha savings account at $1,183.01.
At that time I reported the withdrawal of $86.78 for listed items, leaviigthe balance
noted here. This week I shall draw about $F0 to pay the regular $22 on your uniforms
and between $27 & $28 to pay for the books ordered for you some time ago, Including
Kie four volumes of Sandburg's ""War Years"", and the Churchill volumes that you asked
for. The books mentioned in your letter of !,Tarch 27th (Van Loon's lives-This Is I,$r
Best-on Jefferson etc) have not been ordered, but I shall attend to it presently.
You will be a busy man catching up on your reading after this is over, but we have
only approbation for your judgment in building your library now.
ATsout making an investment of part of your Omaha funds, I shall attend to that soon,
in the manner we have mentioned in our recent letters. This has been a particularly
busy week and I haven't had much tine for private enterprises. I have had char{je of
a training school at the bank in which we have had# about a dozen NFLA secretaries
and field men in here for conferences end instruction. That will close tomorrow and
should permit me to resume attention to some of the little chores that need doing.
You spoke 10 a recent letter of your wish that we might collaborate in some business
some time. That proposal struck a concordant note In me, and I feel genuinely complimented that you g&ould make it. Nothing would please me more than to join you
in an endeavor tha'ryieTd profit and pleasure to us both, providing the enterprise
would be such that I oould make some real contribution to its success. That would
almost confine it to something agricultural. So you may count on me for that,
'when this is over*.  It would please me no end to serve as the production manager
of an agrarian establishment while you might periodically be away fighting the
political, legislative and governmental wars; then coming home to the quiet industry
of field and feedlotj exchanging the hurly-burly of human strife and congestion for
the feel of new furrows, the fragrance of hay and ripening grain and the hungry grunts
of kine and shoat, Tho the usual gsjege of one's station in this civilized world is
cue's ability to speak a smart line,and a demonstrable savvy of when to bow and when
to look aside. Well, I think it is ft distinct relief to sometimes commune with the
whispering corn a&& the waving grass.  In other words, I shall never feel at loss
as long as there is the land to lean on.  I think you have some of the same ur^e.
April 3d is my birthday, and thanks for remembering. 3en sent up a volume on Texas
history that looks interesting and which I shall read at the very first opportunity,
a small note from Elsie brought her usual and neverfailing recognition. The first
message came frorr- Theodora, and it stimulated me to break out in a raw rash of verse.
Mother laughed uproariously and included your efforts with mine as the object of her
merriment.  I have no excuse to offer, but you know that it is Spring and Theo
could, without too much imagination you know, stir the muses. Don't you agree?
Anyway, you might like to see the lines; as one poet to another. So here they
are.",57
http://digital.lib.uiowa.edu/utils/getfile/collection/kinnick/id/2158/filename/2326.jpg,Page 02,kinnick_2234_2158,http://digital.lib.uiowa.edu/cdm/ref/collection/kinnick/id/2158,Not Started,,58
http://digital.lib.uiowa.edu/utils/getfile/collection/kinnick/id/2159/filename/2327.jpg,Page 03,kinnick_2234_2159,http://digital.lib.uiowa.edu/cdm/ref/collection/kinnick/id/2159,Not Started,"
If I may ask, do you know well
The Import of this magic spell
That promises, as I hear tell,
To mutate you from belle to Bell?
Most anyone with sense of smell,
Without a doubt, can surely tell
A packing 'plant* from an asphodel,
And Bed Heart Brand from roast gazelle.
Oh, inhere is he, when sweet notes swell.
With ear so deaf he cannot tell
A mooing cow from a phllomel?
Ne'er the less, my demoiselle,
I confidently now foretell
Your Happiness as you toll this Bell;
Mnd. hasten now to long dispel
All clouds of doubt; where e'er you dwell,
In V*>pello, or shady dell
Or If you abide in a citidel.
Now I haven't heard, yet, how Theo h?s responded to this bit of ribbing, I trust
that she doesn't regard her incle as unmindful of the more delicate phases of
young rnaance. 2?o offense was intended.
Enclosed are some clippings that may be of Interest. You need not return any except
the two marked X, The one on the i>ed Cross drive may be of interest as I was active
on the speakers bureau.  In eight appearances I spoke before one group of laundry
workers (certainly the most uninspiring bunch of women I ever saw, and^disrespect
meant). Art Swanson's Cook Paint outfit, one shoe store, Isard's painters working
in the U.P, shops and another &*BBLh of the same in the U,P, roundhouse at Council
Bluffs, the Motor Depot at Ak-Sar-Ben Field, Paxton-IUtchell machine shop (where they
are making ship parts for the navy) and the employes of Skinner lURcaroni. Very
interesting and apparently helpful in most instances. The drive started off poorly
and the early response was $$## small, especially where they had no speakers. After
the emphasis was made thru the speakers things picked up and the goal was made without much trouble.
The cookies that you received are partly due to the thoughtfullness of Reese Hastaln.
The butter rationing wes.imposed without warning and caught us a trifle short. The
news appeared on the aedLeo  one Stxndey afternoon and, upon peaking in the icebox
mother discovered less then a half pound to last the ensuing week. She at once
dispatched George to find another pound. He was gone an hour and came back empty
handed. Eeese had 16 lbs in his freezer locker and gave me a pound, which I took
with the understanding that cookies would go to the armed forces.
The Old lassouri is on the swell a.min, and they say this one will rival the flood
of 1881, when Carter Lake w^s cut off. We haven't been down to see, but it really
is something. The upper Missouri area had a rather heavy snow fall about a month
ago, and it all melted! quickly with the coming of warm weather about ten days ago.
Therefore, most of that snowfall ran Into the river at the same time. The crest will
not come for three or four days and already it is rather serious.
One of the men at this fieldmen's conference is named Beuben Swartzlender and he
used to be a restaurant man in Iowa City. IVkybe you will remember himj middle aged,
medium height, heavy and almost bald. He has been a real estate salesman for the",59
http://digital.lib.uiowa.edu/utils/getfile/collection/kinnick/id/2160/filename/2328.jpg,Page 04,kinnick_2234_2160,http://digital.lib.uiowa.edu/cdm/ref/collection/kinnick/id/2160,Not Started,,60
http://digital.lib.uiowa.edu/utils/getfile/collection/kinnick/id/2161/filename/2329.jpg,Page 05,kinnick_2234_2161,http://digital.lib.uiowa.edu/cdm/ref/collection/kinnick/id/2161,Not Started,"bank at Red Cloud in southern Nebraska. A pretty fair egg, I believe.
Going back to the question of Terse; I have thoroughly enjoyed your efforts along
th*t line, and agree that it ought to be good practice in expression. Frankly,
poetry is rather hard for me to comprehend generally speaking. Yours has been
something well within my ken, however. About the best one was when you and Hobbs
went to the show and met the gal who ran out with the last curtain. Then, about
your mess boyj his effort seemed to me quite above What could be expectedAn thought, *
If he actually wrote that he has a mentality above the average mess boy, 'I should say.
Please do not hesitate to burst forth when the muse stirs. Bather likes it too, tho
she carelessly classed you with me in her generalisations the other evening.
Spring really has come to Omaha now. It hae been quite warm for ten days and the
Victory garden idea Is rampant. "" Sturdy' has plowed up part of the vacant lot by
his garage and of course Is busy in it all the time, liy plans are still confined
to a strip along the west side of the back yard - by taking out the row of shrubs
and rion-descript growth which we have been threatening to remove. All that has been
accomplished so far is a few packets of Beeds, George overhauled the yard last
Saturday; mowed down all of the dead growth and prepared the lawn for the fresh, green
growth that delights and benefits man and beast, Did you ever see the re: arks on
""Grass*penned by a certain senator? I shall obtain and enclose a copy, as I know
that Pres, Tan Home has some for distribution. By the way, nr,-' admiration for him
grows with each contact. He is a real guy and I am sure the best head of this bank
it has ever he?d. Quite a comfort, if you ask me. And along that line, the election
of a prize lame duck to the district high office is not enhancing the reputatfcnn
of these institutions, as indicated by reports coming from the country.
Must run for the office now. Began this last night and now it is Friday morning.
Will write another soon, hoping to beat your time of departure. Wonder if you have
heard from Bob? I saw Bert on the street a week ago and he told me they had received two letters. He has been re-ass^gned to another squadron stationed on the
Enterprise. Will try to get his exact designation in case you have not had word.
Pop",61
http://digital.lib.uiowa.edu/utils/getfile/collection/kinnick/id/2162/filename/2330.jpg,Page 06,kinnick_2234_2162,http://digital.lib.uiowa.edu/cdm/ref/collection/kinnick/id/2162,Not Started,,62
